rocketState_data.timeStamp_RS,has_rocketState_data,rocketState_data.rocketState0,rocketState_data.rocketState1,rocketState_data.rocketState2,rocketState_data.rocketState3
200002135,1,12,10,12,12
200004743,1,12,10,12,12
200007352,1,12,10,12,12
200009961,1,12,10,12,12
200012571,1,12,10,12,12
200015179,1,12,10,12,13
200017788,1,12,10,12,13
200020397,1,12,10,12,12
200023007,1,12,10,12,12
200025615,1,12,10,12,12
200028224,1,12,10,12,12
200030833,1,12,10,12,12
200033442,1,12,10,12,12
200036051,1,12,10,12,12
200039938,1,12,10,12,12
200042547,1,12,10,12,12
200045156,1,12,10,12,12
200047765,1,12,10,12,12
200050376,1,12,10,12,12
200052983,1,12,10,13,12
200055592,1,12,10,12,12
200058201,1,12,10,12,12
200060811,1,12,10,12,12
200063419,1,12,10,12,12
200066028,1,12,10,12,12
200068637,1,12,10,12,12
200071247,1,12,10,12,12
200073855,1,12,10,12,12
200076464,1,12,10,12,12
200080351,1,12,10,12,12
200080952,1,12,10,12,12
200083040,1,12,10,12,12
200085650,1,12,10,12,12
200088259,1,12,10,12,12
200090807,1,12,10,12,12
200093398,1,12,10,12,12
200096007,1,12,10,12,12
200098616,1,12,10,12,12
200101225,1,12,10,12,12
200103834,1,12,10,12,12
200106443,1,12,10,12,12
200109052,1,12,10,12,12
200111661,1,12,10,12,12
200114271,1,12,10,12,12
200116879,1,12,10,12,12
200120765,1,12,10,12,12
200121366,1,12,10,12,12
200123453,1,12,10,12,12
200126064,1,12,10,12,12
200128673,1,12,10,12,12
200131282,1,12,10,12,12
200133831,1,12,10,12,12
200136440,1,12,10,12,12
200139049,1,12,10,12,12
200141658,1,12,10,12,12
200144267,1,12,10,12,12
200146877,1,12,10,12,12
200149484,1,12,10,12,12
200152093,1,12,10,12,12
200154702,1,12,10,12,12
200157442,1,12,10,12,12
200161199,1,12,10,12,12
200163808,1,12,10,12,12
200166417,1,12,10,12,12
200169541,1,12,10,12,12
200172133,1,12,10,12,12
200174742,1,12,10,12,12
200177351,1,12,10,12,12
200179960,1,12,10,12,12
200182569,1,12,10,12,12
200185178,1,12,10,12,12
200187787,1,12,10,12,12
200191887,1,12,10,12,12
200194496,1,12,10,12,12
200197105,1,12,10,12,12
200202090,1,12,10,12,12
200204707,1,12,10,12,12
200205308,1,12,10,12,12
200207405,1,12,10,12,12
200210006,1,12,10,12,12
200212555,1,12,10,12,12
200215164,1,12,10,12,12
200217773,1,12,10,12,12
200220382,1,12,10,12,12
200222991,1,12,10,12,12
200225600,1,12,10,12,12
200228208,1,12,10,12,12
200230817,1,12,10,12,12
200233426,1,12,10,12,12
200236035,1,12,10,12,12
200238644,1,12,10,12,12
200242532,1,12,10,12,12
200245141,1,12,10,12,12
200247751,1,12,10,12,12
200250359,1,12,10,12,12
200252968,1,12,10,12,12
200255577,1,12,10,12,12
200258187,1,12,10,12,12
200260795,1,12,10,12,12
200263404,1,12,10,12,12
200266013,1,12,10,12,12
200268623,1,12,10,12,12
200271690,1,12,10,12,12
200273840,1,12,10,13,12
200276449,1,12,10,12,12
200279059,1,12,10,12,12
200282944,1,12,10,12,12
200285553,1,12,10,12,12
200288145,1,12,10,12,12
200290753,1,12,10,12,12
200293362,1,12,10,12,12
200295971,1,12,10,12,12
200298581,1,12,10,12,12
200301189,1,12,10,12,12
200303798,1,12,10,13,12
200306407,1,12,10,12,12
200309017,1,12,10,12,12
200311625,1,12,10,12,12
200314234,1,12,10,12,12
200316843,1,12,10,12,12
200319452,1,12,10,12,12
200323339,1,12,10,12,12
200325949,1,12,10,12,12
200328558,1,12,10,12,12
200331167,1,12,10,12,12
200333776,1,12,10,12,12
200336385,1,12,10,12,12
200338994,1,12,10,12,12
200341604,1,12,10,12,12
200344212,1,12,10,12,12
200346821,1,12,10,12,12
200349430,1,12,10,12,12
200352040,1,12,10,12,12
200354648,1,12,10,13,12
200357257,1,12,10,12,12
200359866,1,12,10,13,12
200363754,1,12,10,12,12
200366363,1,12,10,12,12
200368973,1,12,10,12,12
200371581,1,12,10,12,12
200374190,1,12,10,12,12
200376799,1,12,10,12,12
200379409,1,12,10,12,12
200382017,1,12,10,12,12
200384626,1,12,10,12,12
200387235,1,12,10,12,12
200389844,1,12,10,12,12
200392453,1,12,10,12,12
200395062,1,12,10,12,12
200397671,1,12,10,13,12
200400280,1,12,10,12,12
200404166,1,12,10,12,12
200406777,1,12,10,12,12
200409386,1,12,10,12,12
200411995,1,12,10,12,12
200414604,1,12,10,12,12
200417213,1,12,10,12,12
200419822,1,12,10,12,12
200422432,1,12,10,12,12
200425040,1,12,10,13,12
200427649,1,12,10,12,12
200430258,1,12,10,12,12
200432868,1,12,10,12,12
200435476,1,12,10,12,12
200438085,1,12,10,12,12
200440694,1,12,10,12,12
200444581,1,12,10,12,12
200447190,1,12,10,12,12
200449800,1,12,10,12,12
200452408,1,12,10,12,12
200455017,1,12,10,12,12
200457626,1,12,10,12,12
200460235,1,12,10,12,12
200462844,1,12,10,12,12
200465453,1,12,10,12,12
200468062,1,12,10,12,12
200470671,1,12,10,12,12
200473280,1,12,10,12,12
200475889,1,12,10,12,12
200478498,1,12,10,12,12
200481107,1,12,10,12,12
200485031,1,12,10,12,12
200487640,1,12,10,12,12
200490249,1,12,10,12,12
200492858,1,12,10,12,12
200495986,1,12,10,12,12
200498279,1,12,10,12,12
200500693,1,12,10,12,12
200503302,1,12,10,12,12
200505911,1,12,10,12,12
200508521,1,12,10,12,12
200511129,1,12,10,12,12
200513738,1,12,10,12,12
200516347,1,12,10,12,12
200518957,1,12,10,12,12
200521565,1,12,10,12,12
200525451,1,12,10,12,12
200526052,1,12,10,12,12
200528140,1,12,10,12,12
200530750,1,12,10,12,12
200533298,1,12,10,12,12
200535890,1,12,10,12,12
200538498,1,12,10,12,13
200541107,1,12,10,12,13
200543716,1,12,10,12,12
200546326,1,12,10,12,12
200548934,1,12,10,12,12
200551543,1,12,10,12,12
200554152,1,12,10,12,12
200556762,1,12,10,12,12
200559370,1,12,10,12,12
200561979,1,12,10,12,12
200565865,1,12,10,12,12
200568475,1,12,10,12,12
200571083,1,12,10,12,12
200573692,1,12,10,12,12
200576301,1,12,10,12,12
200578911,1,12,10,12,12
200581519,1,12,10,12,12
200584128,1,12,10,12,12
200586737,1,12,10,12,12
200589347,1,12,10,13,12
200591955,1,12,10,12,12
200594564,1,12,10,12,12
200597173,1,12,10,12,13
200599782,1,12,10,12,13
200602391,1,12,10,12,12
200606277,1,12,10,12,12
200608887,1,12,10,12,12
200611496,1,12,10,12,12
200614105,1,12,10,12,12
200616714,1,12,10,12,12
200619323,1,12,10,12,12
200621932,1,12,10,12,12
200624541,1,12,10,12,12
200627150,1,12,10,12,12
200629759,1,12,10,12,12
200632368,1,12,10,12,12
200634977,1,12,10,12,12
200637586,1,12,10,12,12
200640195,1,12,10,12,12
200642804,1,12,10,12,12
200646691,1,12,10,12,12
200649300,1,12,10,12,12
200651909,1,12,10,13,12
200654518,1,12,10,12,12
200657127,1,12,10,12,12
200659736,1,12,10,12,12
200662345,1,12,10,12,12
200664954,1,12,10,12,12
200667564,1,12,10,12,12
200670172,1,12,10,12,12
200672781,1,12,10,13,12
200675390,1,12,10,12,12
200678000,1,12,10,12,12
200680608,1,12,10,12,12
200683217,1,12,10,12,12
200687103,1,12,10,12,12
200687704,1,12,10,12,12
200689793,1,12,10,12,12
200692341,1,12,10,12,12
200694932,1,12,10,12,12
200697541,1,12,10,12,12
200700150,1,12,10,12,12
200702759,1,12,10,12,12
200705368,1,12,10,12,12
200707977,1,12,10,12,12
200710586,1,12,10,12,12
200713195,1,12,10,12,12
200715804,1,12,10,12,12
200718413,1,12,10,12,12
200721022,1,12,10,12,12
200723631,1,12,10,12,12
200727518,1,12,10,12,12
200730127,1,12,10,12,12
200732737,1,12,10,12,12
200735346,1,12,10,12,12
200737955,1,12,10,12,12
200740564,1,12,10,12,12
200743173,1,12,10,12,12
200745783,1,12,10,12,12
200748391,1,12,10,12,12
200751000,1,12,10,12,12
200753609,1,12,10,12,12
200756219,1,12,10,12,12
200758827,1,12,10,12,12
200761436,1,12,10,12,12
200764045,1,12,10,12,12
200767943,1,12,10,12,12
200770552,1,12,10,12,12
200771153,1,12,10,12,12
200773241,1,12,10,12,12
200775851,1,12,10,12,12
200778461,1,12,10,12,12
200781008,1,12,10,12,12
200783617,1,12,10,12,12
200786226,1,12,10,12,12
200788836,1,12,10,12,12
200791444,1,12,10,12,12
200794053,1,12,10,12,12
200796662,1,12,10,12,12
200799272,1,12,10,13,12
200801880,1,12,10,12,12
200804471,1,12,10,13,12
200808354,1,12,10,12,12
200810963,1,12,10,12,12
200813572,1,12,10,12,12
200814173,1,12,10,12,12
200816262,1,12,10,12,12
200818871,1,12,10,12,12
200821420,1,12,10,12,12
200824011,1,12,10,12,12
200826620,1,12,10,12,12
200829229,1,12,10,12,12
200831838,1,12,10,13,12
200834447,1,12,10,12,12
200837058,1,12,10,12,12
200839666,1,12,10,12,12
200842275,1,12,10,12,12
200844892,1,12,10,12,12
200848770,1,12,10,12,12
200851379,1,12,10,12,12
200851980,1,12,10,12,12
200854093,1,12,10,12,12
200856654,1,12,10,12,12
200859263,1,12,10,12,12
200861876,1,12,10,12,12
200864485,1,12,10,12,12
200867094,1,12,10,12,12
200869703,1,12,10,12,12
200872310,1,12,10,12,12
200874919,1,12,10,12,12
200877524,1,12,10,12,12
200880133,1,12,10,12,12
200882740,1,12,10,12,13
200885349,1,12,10,12,13
200889277,1,12,10,12,12
200891887,1,12,10,12,12
200894490,1,12,10,12,12
200897099,1,12,10,12,12
200899696,1,12,10,12,12
200902305,1,12,10,12,12
200904881,1,12,10,12,12
200907490,1,12,10,12,12
200910099,1,12,10,12,12
200912709,1,12,10,12,12
200915317,1,12,10,12,12
200917926,1,12,10,12,12
200920535,1,12,10,12,12
200923145,1,12,10,12,12
200925753,1,12,10,12,12
200929639,1,12,10,12,12
200930240,1,12,10,12,12
200932328,1,12,10,12,12
200934878,1,12,10,12,12
200937487,1,12,10,12,12
200940096,1,12,10,12,12
200942705,1,12,10,12,12
200945314,1,12,10,12,12
200947923,1,12,10,12,12
200950532,1,12,10,12,12
200953141,1,12,10,12,12
200955750,1,12,10,12,12
200958358,1,12,10,12,12
200960967,1,12,10,12,12
200963576,1,12,10,12,12
200966185,1,12,10,12,12
200970072,1,12,10,12,12
200972681,1,12,10,12,12
200975290,1,12,10,12,12
200977899,1,12,10,12,12
200980508,1,12,10,12,12
200983117,1,12,10,12,12
200985726,1,12,10,12,12
200988335,1,12,10,12,12
200990944,1,12,10,12,12
200993553,1,12,10,12,12
200996162,1,12,10,12,12
200998771,1,12,10,12,12
201001380,1,12,10,13,12
201003971,1,12,10,12,12
201006580,1,12,10,12,12
201010466,1,12,10,12,12
201013076,1,12,10,12,12
201015684,1,12,10,12,12
201018293,1,12,10,12,12
201020902,1,12,10,12,12
201023512,1,12,10,12,12
201026120,1,12,10,12,12
201028729,1,12,10,12,12
201031338,1,12,10,12,12
201033948,1,12,10,12,12
201036556,1,12,10,12,12
201039165,1,12,10,12,12
201041774,1,12,10,12,12
201044384,1,12,10,12,12
201047437,1,12,10,12,12
201051071,1,12,10,12,12
201053488,1,12,10,12,12
201056097,1,12,10,12,12
201058706,1,12,10,12,12
201061315,1,12,10,12,12
201063924,1,12,10,12,12
201066533,1,12,10,12,12
201069142,1,12,10,12,12
201071751,1,12,10,12,12
201074360,1,12,10,12,12
201076969,1,12,10,12,12
201079578,1,12,10,12,12
201082188,1,12,10,12,12
201084796,1,12,10,12,12
201087405,1,12,10,12,13
201091291,1,12,10,12,13
201093901,1,12,10,13,12
201096509,1,12,10,12,12
201099118,1,12,10,12,12
201101727,1,12,10,12,12
201104337,1,12,10,12,12
201106945,1,12,10,12,12
201109554,1,12,10,12,12
201112163,1,12,10,12,12
201114773,1,12,10,12,12
201117381,1,12,10,12,12
201119990,1,12,10,12,12
201122599,1,12,10,12,12
201125209,1,12,10,12,12
201127817,1,12,10,12,12
201131704,1,12,10,12,12
201132305,1,12,10,12,12
201134393,1,12,10,12,12
201137003,1,12,10,12,12
201139552,1,12,10,12,12
201142161,1,12,10,12,12
201144770,1,12,10,12,12
201147379,1,12,10,12,13
201149988,1,12,10,12,13
201152598,1,12,10,12,12
201155206,1,12,10,12,12
201157815,1,12,10,12,13
201160423,1,12,10,12,13
201163032,1,12,10,12,12
201165641,1,12,10,12,12
201168250,1,12,10,12,12
201172136,1,12,10,12,12
201174728,1,12,10,12,12
201177337,1,12,10,12,12
201179946,1,12,10,12,12
201182556,1,12,10,12,12
201185164,1,12,10,12,12
201187773,1,12,10,12,12
201190382,1,12,10,12,12
201192992,1,12,10,12,12
201195600,1,12,10,12,12
201198209,1,12,10,12,12
201200818,1,12,10,12,12
201203428,1,12,10,12,12
201206036,1,12,10,12,12
201208645,1,12,10,12,12
201212531,1,12,10,12,12
201213132,1,12,10,12,12
201215221,1,12,10,12,12
201217830,1,12,10,12,12
201220438,1,12,10,12,12
201222987,1,12,10,12,12
201225579,1,12,10,12,12
201228187,1,12,10,12,12
201230796,1,12,10,12,12
201233405,1,12,10,12,12
201236015,1,12,10,12,12
201238622,1,12,10,12,12
201241231,1,12,10,12,12
201243840,1,12,10,12,12
201246450,1,12,10,13,12
201249058,1,12,10,12,12
201252945,1,12,10,12,12
201253546,1,12,10,12,12
201255634,1,12,10,12,12
201258184,1,12,10,12,12
201260793,1,12,10,12,12
201263402,1,12,10,12,12
201266011,1,12,10,12,12
201268621,1,12,10,12,12
201271229,1,12,10,12,12
201273838,1,12,10,12,12
201276447,1,12,10,12,12
201279057,1,12,10,12,12
201281665,1,12,10,12,12
201284256,1,12,10,12,12
201286865,1,12,10,12,12
201289475,1,12,10,12,12
201293354,1,12,10,12,12
201295965,1,12,10,12,12
201298574,1,12,10,12,12
201301183,1,12,10,12,12
201303792,1,12,10,12,12
201306402,1,12,10,12,12
201309010,1,12,10,12,12
201311619,1,12,10,12,12
201314228,1,12,10,12,12
201316838,1,12,10,12,12
201319446,1,12,10,12,12
201322055,1,12,10,12,12
201324664,1,12,10,12,12
201327274,1,12,10,12,12
201329882,1,12,10,12,12
201333769,1,12,10,12,12
201336378,1,12,10,12,12
201338988,1,12,10,12,12
201341596,1,12,10,13,12
201344205,1,12,10,12,12
201346814,1,12,10,12,12
201349424,1,12,10,13,12
201352032,1,12,10,13,12
201354641,1,12,10,12,12
201357250,1,12,10,12,12
201359860,1,12,10,12,12
201362468,1,12,10,12,12
201365077,1,12,10,13,12
201367686,1,12,10,12,12
201370296,1,12,10,12,12
201374182,1,12,10,12,12
201376791,1,12,10,13,12
201379400,1,12,10,12,12
201382010,1,12,10,13,12
201385063,1,12,10,12,12
201387415,1,12,10,12,12
201389829,1,12,10,12,12
201392438,1,12,10,12,12
201395047,1,12,10,12,12
201397657,1,12,10,12,12
201400265,1,12,10,12,12
201402874,1,12,10,12,12
201405485,1,12,10,12,12
201408093,1,12,10,12,12
201410701,1,12,10,12,12
201414588,1,12,10,12,12
201417197,1,12,10,12,12
201419807,1,12,10,13,12
201422415,1,12,10,13,12
201425024,1,12,10,12,12
201427633,1,12,10,12,12
201430243,1,12,10,12,12
201432851,1,12,10,13,12
201435460,1,12,10,12,12
201438069,1,12,10,12,12
201440679,1,12,10,12,12
201443287,1,12,10,12,12
201445896,1,12,10,12,12
201448505,1,12,10,12,13
201451115,1,12,10,12,13
201455019,1,12,10,12,12
201457628,1,12,10,12,12
201460238,1,12,10,12,12
201462847,1,12,10,12,12
201465456,1,12,10,12,12
201468066,1,12,10,12,12
201470674,1,12,10,12,12
201473283,1,12,10,12,12
201475892,1,12,10,12,12
201478502,1,12,10,12,12
201481110,1,12,10,12,12
201483719,1,12,10,12,12
201486328,1,12,10,12,12
201488938,1,12,10,12,12
201491546,1,12,10,12,12
201495432,1,12,10,12,12
201498153,1,12,10,12,12
201498754,1,12,10,12,12
201500844,1,12,10,13,12
201503453,1,12,10,12,12
201506061,1,12,10,12,12
201508669,1,12,10,12,12
201511218,1,12,10,12,12
201513810,1,12,10,12,12
201516418,1,12,10,12,12
201519027,1,12,10,12,12
201521636,1,12,10,12,12
201524246,1,12,10,12,12
201526854,1,12,10,12,12
201529463,1,12,10,12,12
201532072,1,12,10,12,12
201535955,1,12,10,12,12
201538564,1,12,10,12,12
201539165,1,12,10,12,12
201541254,1,12,10,12,12
201543862,1,12,10,12,12
201546412,1,12,10,12,13
201549020,1,12,10,13,13
201551629,1,12,10,12,12
201554238,1,12,10,12,12
201556848,1,12,10,12,12
201559456,1,12,10,12,12
201562065,1,12,10,12,12
201564674,1,12,10,12,12
201567284,1,12,10,12,12
201569892,1,12,10,12,12
201572483,1,12,10,12,12
201576369,1,12,10,12,12
201578978,1,12,10,12,12
201581587,1,12,10,12,12
201584196,1,12,10,12,12
201586805,1,12,10,12,12
201589414,1,12,10,12,12
201592023,1,12,10,12,12
201594632,1,12,10,13,12
201597241,1,12,10,12,12
201599850,1,12,10,12,12
201602459,1,12,10,12,12
201605068,1,12,10,12,12
201607677,1,12,10,12,12
201610286,1,12,10,12,12
201612895,1,12,10,12,12
201616783,1,12,10,12,12
201619391,1,12,10,12,12
201622000,1,12,10,12,12
201624609,1,12,10,12,12
201627218,1,12,10,13,12
201629827,1,12,10,12,12
201632436,1,12,10,12,12
201635045,1,12,10,12,12
201637654,1,12,10,12,12
201640263,1,12,10,12,12
201642872,1,12,10,12,13
201645481,1,12,10,12,13
201648090,1,12,10,12,12
201650699,1,12,10,12,12
201653308,1,12,10,12,13
201657196,1,12,10,12,13
201659805,1,12,10,12,12
201660406,1,12,10,12,12
201662494,1,12,10,12,12
201665043,1,12,10,12,12
201667652,1,12,10,13,12
201670261,1,12,10,12,12
201672871,1,12,10,12,12
201675479,1,12,10,12,12
201678088,1,12,10,12,12
201680697,1,12,10,12,12
201683307,1,12,10,12,12
201685914,1,12,10,12,12
201688523,1,12,10,12,12
201691132,1,12,10,12,12
201693742,1,12,10,12,12
201697629,1,12,10,12,12
201700238,1,12,10,12,12
201702847,1,12,10,12,12
201705457,1,12,10,12,12
201708065,1,12,10,12,12
201710674,1,12,10,12,12
201713283,1,12,10,12,12
201715892,1,12,10,12,12
201718948,1,12,10,12,12
201721306,1,12,10,12,12
201723719,1,12,10,12,12
201726328,1,12,10,12,12
201728937,1,12,10,12,12
201731547,1,12,10,12,12
201734155,1,12,10,12,12
201738041,1,12,10,12,12
201740650,1,12,10,12,12
201743260,1,12,10,12,12
201745868,1,12,10,12,12
201748477,1,12,10,12,12
201751086,1,12,10,12,12
201753696,1,12,10,12,12
201756304,1,12,10,12,12
201758913,1,12,10,12,12
201761522,1,12,10,12,12
201764132,1,12,10,12,12
201766740,1,12,10,12,12
201769332,1,12,10,12,12
201771940,1,12,10,12,12
201774549,1,12,10,12,12
201778437,1,12,10,12,12
201779038,1,12,10,12,12
201781126,1,12,10,12,12
201783675,1,12,10,12,12
201786266,1,12,10,12,12
201789391,1,12,10,12,12
201792000,1,12,10,12,12
201794609,1,12,10,12,12
201797219,1,12,10,12,12
201799827,1,12,10,12,12
201802436,1,12,10,12,12
201805045,1,12,10,12,12
201807655,1,12,10,12,12
201811754,1,12,10,12,12
201814363,1,12,10,12,12
201819349,1,12,10,12,12
201821959,1,12,10,12,12
201824567,1,12,10,12,12
201827176,1,12,10,12,12
201829785,1,12,10,12,12
201832395,1,12,10,12,12
201835522,1,12,10,12,12
201837620,1,12,10,12,12
201840229,1,12,10,12,12
201842839,1,12,10,12,12
201845447,1,12,10,12,12
201848056,1,12,10,12,12
201850665,1,12,10,12,12
201853275,1,12,10,12,12
201855883,1,12,10,12,12
201859953,1,12,10,12,12
201860554,1,12,10,12,12
201862642,1,12,10,12,12
201865192,1,12,10,12,12
201867801,1,12,10,12,12
201870410,1,12,10,12,12
201873019,1,12,10,12,12
201875628,1,12,10,12,12
201878237,1,12,10,12,12
201880846,1,12,10,12,12
201883455,1,12,10,12,12
201886064,1,12,10,12,12
201888673,1,12,10,12,12
201891282,1,12,10,12,12
201893891,1,12,10,12,12
201896482,1,12,10,12,12
201900369,1,12,10,12,12
201900970,1,12,10,12,12
201903058,1,12,10,12,12
201905607,1,12,10,12,12
201908199,1,12,10,12,12
201910808,1,12,10,12,12
201913417,1,12,10,12,12
201916026,1,12,10,12,12
201918636,1,12,10,12,12
201921244,1,12,10,12,12
201923853,1,12,10,12,12
201926462,1,12,10,12,12
201929070,1,12,10,12,12
201931679,1,12,10,12,12
201934288,1,12,10,12,12
201936897,1,12,10,12,12
201940784,1,12,10,12,12
201941385,1,12,10,12,12
201943473,1,12,10,12,12
201946531,1,12,10,12,12
201949140,1,12,10,12,12
201951748,1,12,10,12,12
201954297,1,12,10,12,12
201956888,1,12,10,12,12
201959497,1,12,10,12,12
201962106,1,12,10,12,12
201964715,1,12,10,12,12
201967324,1,12,10,12,12
201969933,1,12,10,12,12
201972542,1,12,10,12,12
201975151,1,12,10,12,12
201977760,1,12,10,12,12
201981637,1,12,10,12,12
201982238,1,12,10,12,12
201984327,1,12,10,12,12
201986935,1,12,10,12,12
201989544,1,12,10,12,12
201992094,1,12,10,12,12
201994702,1,12,10,12,12
201997294,1,12,10,12,12
201999902,1,12,10,12,12
202002511,1,12,10,12,12
202005120,1,12,10,12,12
202007730,1,12,10,12,12
202010338,1,12,10,12,12
202012947,1,12,10,12,12
202015556,1,12,10,12,12
202018166,1,12,10,12,12
202022051,1,12,10,12,12
202024660,1,12,10,12,12
202027270,1,12,10,12,12
202029879,1,12,10,12,12
202032488,1,12,10,12,12
202035098,1,12,10,12,12
202037706,1,12,10,12,12
202040315,1,12,10,12,12
202042924,1,12,10,12,12
202045534,1,12,10,12,12
202048142,1,12,10,12,12
202050751,1,12,10,12,12
202053360,1,12,10,12,12
202055970,1,12,10,12,12
202058578,1,12,10,12,12
202062465,1,12,10,12,12
202063066,1,12,10,12,12
202065154,1,12,10,12,12
202067764,1,12,10,12,12
202070313,1,12,10,12,12
202072922,1,12,10,12,12
202075531,1,12,10,12,12
202078140,1,12,10,12,12
202080749,1,12,10,13,12
202083359,1,12,10,12,12
202085967,1,12,10,12,12
202088576,1,12,10,12,12
202091185,1,12,10,12,12
202093795,1,12,10,12,12
202096403,1,12,10,12,12
202098994,1,12,10,12,12
202102879,1,12,10,12,12
202105490,1,12,10,12,12
202108098,1,12,10,12,12
202110707,1,12,10,12,12
202113316,1,12,10,12,12
202115926,1,12,10,12,12
202118534,1,12,10,12,12
202121143,1,12,10,12,12
202123752,1,12,10,12,12
202126362,1,12,10,12,12
202128970,1,12,10,12,12
202131579,1,12,10,12,12
202134188,1,12,10,12,12
202136798,1,12,10,12,12
202139406,1,12,10,12,12
202143300,1,12,10,12,12
202145909,1,12,10,12,12
202148518,1,12,10,12,12
202151127,1,12,10,12,12
202153736,1,12,10,12,13
202156345,1,12,10,12,13
202158954,1,12,10,12,12
202161563,1,12,10,12,12
202164172,1,12,10,13,13
202166781,1,12,10,12,13
202169390,1,12,10,12,12
202171999,1,12,10,12,12
202174608,1,12,10,12,13
202177217,1,12,10,12,13
202179826,1,12,10,12,12
202183730,1,12,10,12,12
202186340,1,12,10,12,12
202188949,1,12,10,12,12
202191558,1,12,10,12,12
202194168,1,12,10,12,12
202196776,1,12,10,12,12
202199385,1,12,10,12,12
202201994,1,12,10,13,12
202204604,1,12,10,12,12
202207212,1,12,10,12,12
202209821,1,12,10,12,12
202212430,1,12,10,12,12
202215040,1,12,10,12,12
202217648,1,12,10,12,12
202220257,1,12,10,12,12
202224144,1,12,10,12,12
202224745,1,12,10,12,12
202226834,1,12,10,12,12
202229443,1,12,10,12,12
202232052,1,12,10,12,12
202234600,1,12,10,12,12
202237191,1,12,10,12,12
202239800,1,12,10,12,12
202242409,1,12,10,12,12
202245018,1,12,10,12,12
202247627,1,12,10,12,12
202250236,1,12,10,12,12
202252845,1,12,10,12,12
202255454,1,12,10,12,12
202258063,1,12,10,12,12
202260672,1,12,10,12,12
202264553,1,12,10,12,12
202265154,1,12,10,12,12
202267243,1,12,10,12,12
202269851,1,12,10,12,12
202272401,1,12,10,12,12
202275010,1,12,10,12,12
202277619,1,12,10,12,12
202280228,1,12,10,12,12
202282837,1,12,10,12,12
202285446,1,12,10,13,12
202288055,1,12,10,12,12
202290664,1,12,10,12,12
202293274,1,12,10,12,12
202295882,1,12,10,12,12
202298491,1,12,10,12,12
202301100,1,12,10,12,12
202305457,1,12,10,12,12
202308066,1,12,10,12,12
202310676,1,12,10,12,12
202313284,1,12,10,12,12
202315893,1,12,10,12,12
202318502,1,12,10,12,12
202321112,1,12,10,12,12
202323720,1,12,10,12,12
202326329,1,12,10,12,12
202328938,1,12,10,12,12
202331548,1,12,10,12,12
202334156,1,12,10,12,12
202336765,1,12,10,12,12
202339374,1,12,10,12,12
202341965,1,12,10,12,12
202345851,1,12,10,12,12
202348461,1,12,10,12,12
202351070,1,12,10,12,12
202353679,1,12,10,12,12
202356288,1,12,10,12,12
202358900,1,12,10,12,12
202361508,1,12,10,12,12
202364116,1,12,10,12,12
202366724,1,12,10,12,12
202369333,1,12,10,12,12
202371942,1,12,10,12,12
202374552,1,12,10,12,12
202377160,1,12,10,12,12
202379769,1,12,10,12,12
202382378,1,12,10,12,12
202386274,1,12,10,12,12
202388883,1,12,10,12,12
202391493,1,12,10,12,12
202394101,1,12,10,12,12
202396710,1,12,10,12,12
202399319,1,12,10,12,12
202401929,1,12,10,12,12
202404537,1,12,10,12,12
202407146,1,12,10,12,12
202409755,1,12,10,12,12
202412364,1,12,10,13,12
202414973,1,12,10,13,12
202417582,1,12,10,12,12
202420191,1,12,10,13,12
202422800,1,12,10,12,12
202426697,1,12,10,12,12
202429306,1,12,10,12,12
202431916,1,12,10,12,12
202434524,1,12,10,12,12
202437133,1,12,10,12,12
202439742,1,12,10,12,12
202442352,1,12,10,12,12
202444960,1,12,10,12,12
202447569,1,12,10,12,12
202450178,1,12,10,12,12
202452788,1,12,10,12,12
202455396,1,12,10,12,12
202458005,1,12,10,12,12
202460614,1,12,10,12,12
202463224,1,12,10,12,12
202467110,1,12,10,12,12
202469719,1,12,10,12,12
202472328,1,12,10,12,12
202474938,1,12,10,12,12
202477546,1,12,10,12,12
202480155,1,12,10,12,12
202482764,1,12,10,12,12
202485374,1,12,10,12,12
202487982,1,12,10,12,12
202490591,1,12,10,12,12
202493200,1,12,10,13,12
202495809,1,12,10,12,12
202498418,1,12,10,12,12
202501027,1,12,10,12,12
202503636,1,12,10,12,12
202507524,1,12,10,12,12
202510133,1,12,10,12,12
202512743,1,12,10,12,12
202515351,1,12,10,12,12
202517960,1,12,10,12,12
202520569,1,12,10,12,12
202523179,1,12,10,12,12
202525787,1,12,10,12,12
202528396,1,12,10,12,12
202531005,1,12,10,12,12
202533615,1,12,10,12,12
202536223,1,12,10,12,12
202538832,1,12,10,12,12
202541441,1,12,10,12,12
202544051,1,12,10,12,12
202547936,1,12,10,13,12
202550546,1,12,10,12,12
202551147,1,12,10,12,12
202553235,1,12,10,12,12
202555845,1,12,10,12,12
202558454,1,12,10,12,12
202561063,1,12,10,12,12
202563611,1,12,10,12,12
202566220,1,12,10,12,12
202568829,1,12,10,12,12
202571439,1,12,10,12,12
202574047,1,12,10,12,12
202576656,1,12,10,12,12
202579265,1,12,10,12,12
202581875,1,12,10,12,12
202584483,1,12,10,13,12
202588352,1,12,10,12,12
202590961,1,12,10,12,12
202593571,1,12,10,12,12
202596180,1,12,10,12,12
202598789,1,12,10,12,12
202601399,1,12,10,12,12
202604007,1,12,10,12,12
202606616,1,12,10,12,12
202609225,1,12,10,12,12
202611835,1,12,10,12,12
202614443,1,12,10,12,12
202617052,1,12,10,12,12
202619661,1,12,10,13,12
