Time,LSM_IMU_mx,LSM_IMU_my,LSM_IMU_mz,LSM_IMU_gx,LSM_IMU_gy,LSM_IMU_gz,LSM_IMU_ax,LSM_IMU_ay,LSM_IMU_az,gps_lat,gps_long,gps_alt,STE_ALT,STE_VEL,STE_ACC,STE_APO,KX_IMU_ax,KX_IMU_ay,KX_IMU_az,TEMP,barometer_alt,sign,FSM_state,RSSI,Voltage,frequency,flap_extension
2022-5-7--11-26-35-600,-0.47,1.11,-0.51,0.15,1.7,-1.64,0.02,-0.06,1.03,41.49,-89.5,196940,0,0,0,0,0.11,0.08,1.07,22.19,205.65,NO SIGN,1,-59,7.72,434,0
2022-5-7--11-26-36-29,-0.48,1.14,-0.65,0.64,0.91,-1.5,0.06,-0.08,1.02,41.49,-89.5,196778,0,0,0,0,0.1,0.08,1.07,22.2,205.92,NO SIGN,1,-56,7.72,434,0
2022-5-7--11-26-36-459,-0.44,1.24,-0.7,0.07,0.61,-1.31,-0.01,-0.07,1.04,41.49,-89.5,196645,0,0,0,0,0.1,0.07,1.06,22.2,205.48,NO SIGN,1,-49,7.76,434,0
2022-5-7--11-26-36-889,-0.45,1.2,-0.69,0.31,0.5,-2.41,0.03,-0.03,1.04,41.49,-89.5,196524,0,0,0,0,0.1,0.07,1.07,22.2,205.57,NO SIGN,1,-49,7.75,434,0
2022-5-7--11-26-37-318,-0.39,1.14,-0.65,0.36,0.89,-1.63,0,-0.05,1.04,41.49,-89.5,196449,0,0,0,0,0.11,0.09,1.06,22.2,206.01,NO SIGN,1,-47,7.75,434,0
2022-5-7--11-26-37-749,-0.41,1.17,-0.65,0.33,0.65,-1.41,0.01,-0.06,1.04,41.49,-89.5,196401,0,0,0,0,0.11,0.08,1.06,22.2,206.01,NO SIGN,1,-49,7.73,434,0
2022-5-7--11-26-38-178,-0.45,1.22,-0.71,0.33,1.52,-0.77,0.03,-0.06,1.03,41.49,-89.5,196379,0,0,0,0,0.11,0.1,1.07,22.21,206.1,NO SIGN,1,-50,7.73,434,0
2022-5-7--11-26-38-608,-0.49,1.18,-0.71,0.49,1.06,-1.23,0.02,-0.07,1.04,41.49,-89.5,196321,0,0,0,0,0.1,0.08,1.07,22.21,205.93,NO SIGN,1,-50,7.71,434,0
2022-5-7--11-26-39-38,-0.49,1.2,-0.73,0.81,0.86,-1.41,0.03,-0.05,1.05,41.49,-89.5,196248,0,0,0,0,0.1,0.09,1.07,22.21,205.84,NO SIGN,1,-51,7.62,434,0
2022-5-7--11-26-39-468,-0.46,1.2,-0.7,0.42,1.14,-1.22,0.04,-0.01,1.03,41.49,-89.5,196132,0,0,0,0,0.13,0.09,1.07,22.21,206.28,NO SIGN,1,-50,7.75,434,0
2022-5-7--11-26-39-897,-0.51,1.21,-0.7,-0.08,0.81,-1.11,0.02,-0.05,1.03,41.49,-89.5,196053,0,0,0,0,0.11,0.09,1.07,22.21,206.01,NO SIGN,1,-50,7.11,434,0
2022-5-7--11-26-40-327,-0.47,1.25,-0.74,0.72,1.06,-1.16,0.03,-0.04,1.03,41.49,-89.5,196003,0,0,0,0,0.11,0.09,1.07,22.22,205.93,NO SIGN,1,-50,7.72,434,0
2022-5-7--11-26-40-757,-0.51,1.2,-0.74,1.28,0.74,-1.45,0.03,-0.06,1.03,41.49,-89.5,195915,0,0,0,0,0.11,0.07,1.06,22.22,205.93,NO SIGN,1,-50,6.95,434,0
2022-5-7--11-26-41-186,-0.45,1.25,-0.7,0.58,1.01,-1.88,0.03,-0.06,1.04,41.49,-89.5,195862,0,0,0,0,0.1,0.09,1.06,22.22,206.37,NO SIGN,1,-47,6.96,434,0
2022-5-7--11-26-41-616,-0.46,1.22,-0.72,0.32,0.9,-0.61,0.01,-0.04,1.04,41.49,-89.5,195830,0,0,0,0,0.11,0.09,1.07,22.22,206.11,NO SIGN,1,-48,7.63,434,0
2022-5-7--11-26-42-46,-0.5,1.21,-0.74,0.94,0.95,-1.67,0,-0.04,1.03,41.49,-89.5,195801,0,0,0,0,0.11,0.09,1.07,22.22,206.02,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-26-42-476,-0.46,1.2,-0.74,0.17,1.21,-0.87,0.03,-0.06,1.03,41.49,-89.5,195762,0,0,0,0,0.11,0.09,1.06,22.23,206.03,NO SIGN,1,-47,7.73,434,0
2022-5-7--11-26-42-905,-0.44,1.14,-0.58,1.22,0.48,-1.54,0,-0.05,1.04,41.49,-89.5,195739,0,0,0,0,0.11,0.08,1.07,22.23,205.94,NO SIGN,1,-54,7.76,434,0
2022-5-7--11-26-43-335,-0.48,1.05,-0.41,0.14,0.64,-0.99,0.05,-0.06,1.04,41.49,-89.5,195773,0,0,0,0,0.11,0.07,1.07,22.23,205.85,NO SIGN,1,-48,7.75,434,0
2022-5-7--11-26-43-765,-0.48,1.06,-0.41,0.25,1.48,-1.15,0.04,-0.07,1.04,41.49,-89.5,195793,0,0,0,0,0.11,0.09,1.06,22.23,205.77,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-26-44-195,-0.51,1.06,-0.45,0.33,0.95,-1.26,0.01,-0.05,1.02,41.49,-89.5,195790,0,0,0,0,0.11,0.11,1.07,22.23,206.03,NO SIGN,1,-44,7.76,434,0
2022-5-7--11-26-44-625,-0.48,1.09,-0.45,0.58,1.1,-1.45,0.04,-0.07,1.05,41.49,-89.5,195757,0,0,0,0,0.1,0.09,1.06,22.24,205.95,NO SIGN,1,-45,7.74,434,0
2022-5-7--11-26-45-54,-0.5,1.06,-0.45,0.92,0.77,-2.06,0.06,-0.05,1.04,41.49,-89.5,195741,0,0,0,0,0.12,0.08,1.06,22.24,205.69,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-26-45-484,-0.47,1.1,-0.41,0.88,0.98,-1.15,0.05,-0.06,1.05,41.49,-89.5,195714,0,0,0,0,0.11,0.09,1.06,22.24,205.86,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-26-45-914,-0.5,1.06,-0.45,0.45,0.71,-0.85,0.03,-0.05,1.03,41.49,-89.5,195718,0,0,0,0,0.11,0.09,1.07,22.24,205.69,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-26-46-343,-0.48,1.06,-0.41,-0.34,1.47,-1.08,0.03,-0.05,1.03,41.49,-89.5,195722,0,0,0,0,0.1,0.09,1.07,22.24,205.6,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-26-46-773,-0.47,1.06,-0.41,0.33,0.94,-1.15,0.03,-0.05,1.03,41.49,-89.5,195724,0,0,0,0,0.11,0.08,1.07,22.25,205.52,NO SIGN,1,-46,7.74,434,0
2022-5-7--11-26-47-203,-0.51,1.06,-0.45,-1.87,0,-1.84,0.02,-0.05,1.04,41.49,-89.5,195719,0,0,0,0,0.11,0.09,1.07,22.25,205.95,NO SIGN,1,-46,7.76,434,0
2022-5-7--11-26-47-633,-0.48,1.06,-0.41,0.29,0.88,-1.72,0.03,-0.07,1.05,41.49,-89.5,195739,0,0,0,0,0.12,0.08,1.07,22.25,205.69,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-26-48-62,-0.48,1.06,-0.41,0.29,0.93,-1.06,0.05,-0.05,1.04,41.49,-89.5,195695,0,0,0,0,0.13,0.07,1.06,22.25,205.87,NO SIGN,1,-48,7.77,434,0
2022-5-7--11-26-48-492,-0.48,1.06,-0.42,0.46,0.87,-0.97,0.03,-0.06,1.03,41.49,-89.5,195681,0,0,0,0,0.11,0.09,1.06,22.25,205.43,NO SIGN,1,-48,7.75,434,0
2022-5-7--11-26-48-922,-0.48,1.09,-0.45,0.54,0.95,-1.44,0.06,0,1.03,41.49,-89.5,195655,0,0,0,0,0.11,0.09,1.07,22.25,205.87,NO SIGN,1,-49,7.75,434,0
2022-5-7--11-26-49-352,-0.48,1.06,-0.42,0.38,0.94,-2.62,0.03,-0.06,1.03,41.49,-89.5,195650,0,0,0,0,0.12,0.08,1.06,22.26,205.7,NO SIGN,1,-50,7.72,434,0
2022-5-7--11-26-49-781,-0.48,1.1,-0.42,0.29,1.02,-1.17,0.04,-0.06,1.03,41.49,-89.5,195680,0,0,0,0,0.11,0.09,1.07,22.26,205.61,NO SIGN,1,-49,7.78,434,0
2022-5-7--11-26-50-211,-0.48,1.06,-0.42,0.04,1.41,-0.91,0,-0.08,1.03,41.49,-89.5,195699,0,0,0,0,0.11,0.09,1.07,22.26,205.79,NO SIGN,1,-47,7.73,434,0
2022-5-7--11-26-50-641,-0.52,1.06,-0.46,0.2,0.89,-1.84,0.03,-0.05,1.03,41.49,-89.5,195736,0,0,0,0,0.11,0.08,1.07,22.26,205.61,NO SIGN,1,-47,7.76,434,0
2022-5-7--11-26-51-70,-0.47,1.1,-0.45,0.34,1.03,-1.1,0.04,-0.06,1.04,41.49,-89.5,195755,0,0,0,0,0.11,0.08,1.07,22.27,205.71,NO SIGN,1,-46,7.73,434,0
2022-5-7--11-26-51-500,-0.48,1.06,-0.42,0.38,1.02,-2.07,0.05,-0.02,1.03,41.49,-89.5,195782,0,0,0,0,0.1,0.08,1.06,22.26,205.96,NO SIGN,1,-46,7.77,434,0
2022-5-7--11-26-51-930,-0.47,1.06,-0.41,0.31,1.12,-0.84,0.03,-0.05,1.04,41.49,-89.5,195789,0,0,0,0,0.12,0.08,1.06,22.27,205.44,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-26-52-360,-0.48,1.05,-0.4,1.19,1.03,-0.78,0.03,-0.07,1.04,41.49,-89.5,195754,0,0,0,0,0.11,0.09,1.07,22.27,205.79,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-26-52-789,-0.51,1.07,-0.45,0.3,1.23,-1.44,0.07,-0.01,1.05,41.49,-89.5,195739,0,0,0,0,0.11,0.07,1.07,22.27,205.62,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-26-53-219,-0.48,1.05,-0.41,0.56,0.99,-1.31,0.04,-0.05,1.04,41.49,-89.5,195668,0,0,0,0,0.12,0.08,1.07,22.27,205.97,NO SIGN,1,-46,7.74,434,0
2022-5-7--11-26-53-649,-0.48,1.06,-0.41,0.28,1.49,-1.2,0.04,-0.06,1.04,41.49,-89.5,195633,0,0,0,0,0.11,0.09,1.07,22.27,205.79,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-26-54-78,-0.47,1.12,-0.45,0.35,0.93,-1.1,0.03,-0.05,1.03,41.49,-89.5,195616,0,0,0,0,0.12,0.09,1.07,22.28,205.8,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-26-54-508,-0.48,1.06,-0.41,0.42,1.69,-1.28,0.03,-0.06,1.02,41.49,-89.5,195578,0,0,0,0,0.12,0.08,1.06,22.28,205.71,NO SIGN,1,-45,7.77,434,0
2022-5-7--11-26-54-938,-0.48,1.06,-0.41,0.21,1.17,-1.55,0.04,-0.05,1.04,41.49,-89.5,195581,0,0,0,0,0.1,0.08,1.07,22.28,205.71,NO SIGN,1,-45,7.71,434,0
2022-5-7--11-26-55-369,-0.48,1.1,-0.46,0.53,1.15,-1.5,0.03,-0.05,1.04,41.49,-89.5,195566,0,0,0,0,0.1,0.08,1.06,22.28,205.54,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-26-55-797,-0.48,1.06,-0.4,0.64,1.15,-1.49,0.03,-0.06,1.04,41.49,-89.5,195552,0,0,0,0,0.11,0.08,1.07,22.29,205.72,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-26-56-227,-0.48,1.06,-0.41,0.35,1,-1.36,0.03,-0.05,1.04,41.49,-89.5,195555,0,0,0,0,0.11,0.08,1.07,22.29,205.55,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-26-56-657,-0.51,1.06,-0.46,0.06,0.65,-0.7,0.03,-0.06,1.04,41.49,-89.5,195550,0,0,0,0,0.11,0.07,1.06,22.29,205.81,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-26-57-87,-0.51,1.07,-0.46,0.38,1.01,-1.18,0.04,-0.06,1.05,41.49,-89.5,195558,0,0,0,0,0.11,0.08,1.07,22.29,205.63,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-26-57-518,-0.48,1.11,-0.45,0.61,1.05,-1.12,0.02,-0.06,1.02,41.49,-89.5,195530,0,0,0,0,0.11,0.08,1.07,22.29,205.81,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-26-57-947,-0.53,1.07,-0.45,1.23,1.01,-1.36,0.03,-0.07,1.02,41.49,-89.5,195490,0,0,0,0,0.11,0.08,1.06,22.29,205.81,NO SIGN,1,-46,7.73,434,0
2022-5-7--11-26-58-376,-0.48,1.11,-0.45,0.53,1.03,-1.2,0.03,-0.06,1.04,41.49,-89.5,195462,0,0,0,0,0.1,0.09,1.07,22.3,205.55,NO SIGN,1,-46,7.74,434,0
2022-5-7--11-26-58-806,-0.48,1.06,-0.41,0.94,1,-1.42,0,-0.07,1.03,41.49,-89.5,195407,0,0,0,0,0.13,0.08,1.06,22.3,205.82,NO SIGN,1,-46,7.73,434,0
2022-5-7--11-26-59-235,-0.5,1.06,-0.45,0.37,0.91,-1.92,0.03,-0.05,1.02,41.49,-89.5,195390,0,0,0,0,0.11,0.09,1.06,22.3,205.73,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-26-59-665,-0.48,1.06,-0.41,0.58,1.11,-1.29,0.03,-0.06,1.03,41.49,-89.5,195368,0,0,0,0,0.11,0.08,1.07,22.3,205.73,NO SIGN,1,-45,7.74,434,0
2022-5-7--11-27-00-95,-0.52,1.06,-0.41,0.23,0.55,-0.84,0.01,-0.08,1.05,41.49,-89.5,195323,0,0,0,0,0.13,0.08,1.06,22.3,205.55,NO SIGN,1,-46,7.73,434,0
2022-5-7--11-27-00-525,-0.48,1.12,-0.46,0.46,1.06,-1.49,0.03,-0.05,1.03,41.49,-89.5,195282,0,0,0,0,0.11,0.08,1.06,22.31,205.82,NO SIGN,1,-45,7.74,434,0
2022-5-7--11-27-00-954,-0.52,1.06,-0.45,0.01,2.09,-1.01,0.04,-0.06,1.03,41.49,-89.5,195266,0,0,0,0,0.11,0.09,1.07,22.31,205.73,NO SIGN,1,-47,7.75,434,0
2022-5-7--11-27-01-384,-0.51,1.06,-0.45,0.39,0.82,-1.01,0.03,-0.07,1.04,41.49,-89.5,195223,0,0,0,0,0.11,0.08,1.07,22.31,205.82,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-27-01-814,-0.49,1.06,-0.4,0.32,0.87,-1.37,0.02,-0.06,1.04,41.49,-89.5,195178,0,0,0,0,0.11,0.08,1.07,22.31,205.73,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-02-244,-0.52,1.06,-0.45,0.31,1.65,-0.79,0.02,-0.06,1.04,41.49,-89.5,195135,0,0,0,0,0.11,0.08,1.07,22.31,205.73,NO SIGN,1,-46,7.76,434,0
2022-5-7--11-27-02-673,-0.48,1.06,-0.4,0.53,1.17,-1.38,0.04,-0.05,1.04,41.49,-89.5,195122,0,0,0,0,0.11,0.09,1.07,22.32,205.74,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-27-03-103,-0.48,1.06,-0.41,0.21,1.17,-1.61,0.04,-0.06,1.04,41.49,-89.5,195109,0,0,0,0,0.11,0.09,1.07,22.32,205.57,NO SIGN,1,-46,7.76,434,0
2022-5-7--11-27-03-533,-0.52,1.06,-0.45,0.78,1.01,-0.93,0.01,-0.05,1.03,41.49,-89.5,195121,0,0,0,0,0.11,0.09,1.07,22.32,206,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-27-03-963,-0.48,1.12,-0.45,0.25,1.23,-1.29,0.02,-0.05,1.03,41.49,-89.5,195132,0,0,0,0,0.11,0.08,1.06,22.32,205.92,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-27-04-392,-0.52,1.06,-0.45,1.15,0.91,-1.79,0.03,-0.07,1.02,41.49,-89.5,195120,0,0,0,0,0.11,0.08,1.07,22.33,206.45,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-04-822,-0.48,1.06,-0.45,0.47,1.19,-1.29,0.04,-0.05,1.04,41.49,-89.5,195118,0,0,0,0,0.1,0.08,1.07,22.33,206.1,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-27-05-252,-0.49,1.06,-0.45,-0.09,1.57,-1.37,0.03,-0.06,1.05,41.49,-89.5,195059,0,0,0,0,0.11,0.07,1.06,22.33,205.84,NO SIGN,1,-44,7.76,434,0
2022-5-7--11-27-05-681,-0.48,1.06,-0.42,1.32,0.94,-2.08,0.03,-0.06,1.04,41.49,-89.5,195019,0,0,0,0,0.11,0.08,1.07,22.33,205.66,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-27-06-111,-0.48,1.06,-0.4,0.26,1.09,-1.19,0.02,-0.07,1.03,41.49,-89.5,194960,0,0,0,0,0.12,0.08,1.07,22.33,205.57,NO SIGN,1,-44,7.75,434,0
2022-5-7--11-27-06-541,-0.48,1.06,-0.45,0.03,-0.37,-1.34,0.02,-0.06,1.04,41.49,-89.5,194923,0,0,0,0,0.11,0.08,1.07,22.33,205.75,NO SIGN,1,-44,7.77,434,0
2022-5-7--11-27-06-970,-0.47,1.06,-0.41,0.4,1.18,-1.32,0.06,-0.06,1.04,41.49,-89.5,194896,0,0,0,0,0.11,0.08,1.07,22.34,205.58,NO SIGN,1,-45,7.71,434,0
2022-5-7--11-27-07-400,-0.48,1.09,-0.45,0.13,1.46,-1.66,0.04,-0.05,1.02,41.49,-89.5,194907,0,0,0,0,0.12,0.08,1.07,22.34,205.76,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-07-830,-0.52,1.06,-0.47,0.23,1.21,-1.79,0.03,-0.04,1.02,41.49,-89.5,194891,0,0,0,0,0.11,0.09,1.07,22.34,205.84,NO SIGN,1,-44,7.72,434,0
2022-5-7--11-27-08-260,-0.47,1.11,-0.46,0.31,1.15,-1.34,0.05,-0.01,1.03,41.49,-89.5,194882,0,0,0,0,0.1,0.08,1.06,22.35,205.59,NO SIGN,1,-44,7.73,434,0
2022-5-7--11-27-08-689,-0.48,1.08,-0.43,0.3,1.36,-1.54,0.04,-0.06,1.04,41.49,-89.5,194850,0,0,0,0,0.12,0.08,1.06,22.34,205.76,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-27-09-119,-0.47,1.05,-0.46,0.12,1.17,-0.99,0.05,-0.05,1.03,41.49,-89.5,194818,0,0,0,0,0.11,0.08,1.07,22.35,205.59,NO SIGN,1,-45,7.74,434,0
2022-5-7--11-27-09-549,-0.48,1.05,-0.46,0.13,1.66,-1.07,0.03,-0.05,1.03,41.49,-89.5,194816,0,0,0,0,0.11,0.09,1.06,22.35,205.5,NO SIGN,1,-45,7.77,434,0
2022-5-7--11-27-09-979,-0.48,1.05,-0.41,0.42,0.76,-1.23,0.03,-0.05,1.03,41.49,-89.5,194795,0,0,0,0,0.11,0.09,1.07,22.35,205.76,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-10-409,-0.48,1.05,-0.41,0.46,1.09,-1.11,0.03,-0.06,1.04,41.49,-89.5,194803,0,0,0,0,0.11,0.08,1.06,22.35,205.76,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-27-10-838,-0.48,1.05,-0.41,0.27,0.25,-0.89,0.03,-0.06,1.03,41.49,-89.5,194801,0,0,0,0,0.11,0.09,1.06,22.36,205.59,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-27-11-268,-0.51,1.06,-0.46,0.27,1.22,-1.04,0.04,-0.05,1.05,41.49,-89.5,194783,0,0,0,0,0.11,0.09,1.06,22.36,205.42,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-27-11-698,-0.48,1.05,-0.42,0.42,2.13,-1.13,0.01,-0.05,1.04,41.49,-89.5,194758,0,0,0,0,0.11,0.08,1.07,22.36,205.77,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-27-12-128,-0.51,1.06,-0.44,0.52,1.1,-1.53,0.04,-0.06,1.04,41.49,-89.5,194737,0,0,0,0,0.11,0.09,1.06,22.36,205.77,NO SIGN,1,-46,7.69,434,0
2022-5-7--11-27-12-557,-0.51,1.07,-0.45,0.48,1.08,-1.37,0.03,-0.04,1.03,41.49,-89.5,194725,0,0,0,0,0.11,0.09,1.06,22.36,205.42,NO SIGN,1,-44,7.74,434,0
2022-5-7--11-27-12-987,-0.47,1.06,-0.41,-0.27,1.77,-1.24,0,-0.09,1.04,41.49,-89.5,194690,0,0,0,0,0.12,0.08,1.06,22.37,205.78,NO SIGN,1,-45,7.77,434,0
2022-5-7--11-27-13-419,-0.52,1.05,-0.41,0.44,1.2,-0.98,0.03,-0.07,1.03,41.49,-89.5,194666,0,0,0,0,0.11,0.08,1.07,22.37,205.51,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-13-848,-0.48,1.11,-0.46,0.56,0.82,-1.36,0.04,-0.05,1.04,41.49,-89.5,194626,0,0,0,0,0.11,0.09,1.07,22.37,205.69,NO SIGN,1,-45,7.74,434,0
2022-5-7--11-27-14-278,-0.49,1.06,-0.42,0.25,1.2,-1.6,0.01,-0.08,1.04,41.49,-89.5,194608,0,0,0,0,0.12,0.08,1.06,22.37,205.51,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-27-14-708,-0.52,1.05,-0.45,0.57,1.2,-1.49,0.02,-0.04,1.04,41.49,-89.5,194601,0,0,0,0,0.11,0.09,1.07,22.38,205.52,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-27-15-138,-0.48,1.11,-0.46,0.84,1.15,-1.34,0.04,-0.05,1.04,41.49,-89.5,194567,0,0,0,0,0.11,0.07,1.07,22.38,205.61,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-27-15-567,-0.52,1.05,-0.45,0.2,1.04,-0.86,0.02,-0.05,1.03,41.49,-89.5,194538,0,0,0,0,0.11,0.09,1.07,22.38,205.61,NO SIGN,1,-44,7.76,434,0
2022-5-7--11-27-15-997,-0.48,1.06,-0.41,0.17,0.78,-0.97,-0.01,-0.09,1.04,41.49,-89.5,194523,0,0,0,0,0.1,0.09,1.07,22.38,205.43,NO SIGN,1,-45,7.7,434,0
2022-5-7--11-27-16-427,-0.48,1.1,-0.45,-0.05,0.8,-1.15,0.04,-0.05,1.04,41.49,-89.5,194507,0,0,0,0,0.11,0.08,1.06,22.38,205.52,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-16-857,-0.53,1.06,-0.46,0.29,0.95,-1.17,0.04,-0.04,1.03,41.49,-89.5,194474,0,0,0,0,0.12,0.08,1.06,22.38,205.61,NO SIGN,1,-44,7.76,434,0
2022-5-7--11-27-17-286,-0.48,1.06,-0.4,-0.03,1.69,-1.01,0.03,-0.05,1.02,41.49,-89.5,194490,0,0,0,0,0.11,0.08,1.07,22.39,205.62,NO SIGN,1,-45,7.74,434,0
2022-5-7--11-27-17-716,-0.52,1.06,-0.46,0.29,1,-1.39,0.03,-0.06,1.04,41.49,-89.5,194491,0,0,0,0,0.11,0.09,1.06,22.39,205.44,NO SIGN,1,-44,7.74,434,0
2022-5-7--11-27-18-146,-0.48,1.09,-0.45,0.39,1.14,-0.91,0.04,-0.05,1.04,41.49,-89.5,194470,0,0,0,0,0.11,0.08,1.06,22.39,205.62,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-18-576,-0.48,1.09,-0.43,0.33,2.06,-2.1,0.04,-0.05,1.04,41.49,-89.5,194458,0,0,0,0,0.12,0.07,1.06,22.39,205.53,NO SIGN,1,-45,7.74,434,0
2022-5-7--11-27-19-5,-0.51,1.06,-0.45,0.17,0.97,-1.16,0.03,-0.05,1.04,41.49,-89.5,194439,0,0,0,0,0.11,0.08,1.07,22.4,205.88,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-27-19-435,-0.48,1.05,-0.41,0.9,1.11,-1.59,0.03,-0.05,1.04,41.49,-89.5,194413,0,0,0,0,0.11,0.08,1.07,22.4,205.97,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-27-19-865,-0.48,1.05,-0.42,0.2,1.18,-1.67,0.04,-0.05,1.04,41.49,-89.5,194370,0,0,0,0,0.13,0.08,1.07,22.4,205.88,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-27-20-295,-0.48,1.05,-0.4,-0.03,1.2,-1.25,0.01,-0.06,1.03,41.49,-89.5,194331,0,0,0,0,0.12,0.09,1.06,22.4,205.8,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-20-724,-0.48,1.09,-0.45,0.65,0.33,-1.39,0.02,-0.07,1.04,41.49,-89.5,194338,0,0,0,0,0.12,0.08,1.07,22.4,205.71,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-21-154,-0.51,1.06,-0.45,0.13,0.88,-1.4,0.04,-0.05,1.03,41.49,-89.5,194314,0,0,0,0,0.1,0.07,1.06,22.41,205.72,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-27-21-584,-0.47,1.08,-0.45,0.38,1.01,-1.38,0.03,-0.05,1.03,41.49,-89.5,194293,0,0,0,0,0.11,0.06,1.07,22.41,205.8,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-27-22-13,-0.48,1.05,-0.41,0.5,1.59,-1.71,0.03,-0.06,1.05,41.49,-89.5,194270,0,0,0,0,0.11,0.09,1.07,22.41,205.63,NO SIGN,1,-44,7.74,434,0
2022-5-7--11-27-22-443,-0.48,1.05,-0.41,0.23,0.91,-0.67,0.01,-0.05,1.04,41.49,-89.5,194209,0,0,0,0,0.11,0.11,1.06,22.41,205.98,NO SIGN,1,-44,7.75,434,0
2022-5-7--11-27-22-873,-0.48,1.06,-0.41,1.29,0.86,-1.62,0.03,-0.05,1.04,41.49,-89.5,194184,0,0,0,0,0.1,0.08,1.07,22.41,205.89,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-23-303,-0.51,1.06,-0.46,0.49,0.96,-1.58,0.02,-0.09,1.04,41.49,-89.5,194121,0,0,0,0,0.11,0.07,1.07,22.42,205.81,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-27-23-733,-0.48,1.06,-0.45,-0.14,1.15,-0.8,0.04,-0.05,1.03,41.49,-89.5,194075,0,0,0,0,0.1,0.07,1.07,22.42,205.81,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-27-24-162,-0.52,1.05,-0.46,1,1.11,-1.3,0.04,-0.05,1.03,41.49,-89.5,194008,0,0,0,0,0.11,0.08,1.07,22.42,205.55,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-27-24-592,-0.48,1.05,-0.41,0.2,0.79,-1.33,0.04,0,1.03,41.49,-89.5,193955,0,0,0,0,0.1,0.09,1.06,22.42,205.9,NO SIGN,1,-51,7.76,434,0
2022-5-7--11-27-25-21,-0.48,1.05,-0.43,-0.04,1.36,-1.8,0.02,-0.05,1.04,41.49,-89.5,193931,0,0,0,0,0.1,0.08,1.07,22.43,206.43,NO SIGN,1,-60,7.76,434,0
2022-5-7--11-27-25-881,-0.48,1.1,-0.46,-0.3,1.01,-1.64,0.03,-0.05,1.03,41.49,-89.5,193933,0,0,0,0,0.11,0.09,1.07,22.43,205.91,NO SIGN,1,-67,7.74,434,0
2022-5-7--11-27-26-311,-0.49,1.05,-0.46,0.52,0.94,-1.34,0.02,-0.05,1.02,41.49,-89.5,193932,0,0,0,0,0.11,0.08,1.07,22.43,206.08,NO SIGN,1,-67,7.73,434,0
2022-5-7--11-27-26-741,-0.48,1.05,-0.42,0.27,1.13,-2.07,0.04,-0.05,1.03,41.49,-89.5,193922,0,0,0,0,0.1,0.09,1.07,22.43,205.91,NO SIGN,1,-67,7.73,434,0
2022-5-7--11-27-27-170,-0.48,1.1,-0.46,0.07,1.09,-1.58,0.04,-0.06,1.03,41.49,-89.5,193922,0,0,0,0,0.13,0.07,1.07,22.44,206,NO SIGN,1,-69,7.72,434,0
