Time,LSM_IMU_mx,LSM_IMU_my,LSM_IMU_mz,LSM_IMU_gx,LSM_IMU_gy,LSM_IMU_gz,LSM_IMU_ax,LSM_IMU_ay,LSM_IMU_az,gps_lat,gps_long,gps_alt,STE_ALT,STE_VEL,STE_ACC,STE_APO,KX_IMU_ax,KX_IMU_ay,KX_IMU_az,TEMP,barometer_alt,sign,FSM_state,RSSI,Voltage,frequency,flap_extension,pressure
2022-10-29--13-08-59-686,0,0,0,-6.875,3,12.875,0,0,0,41.4781,-89.51571,232691,4176.74219,-37.7989,0.53175,4176.74219,0.34375,2.08594,-0.51172,33,4178.26611,NOSIGN,12,-57,8.0625,434,0,635.4375
2022-10-29--13-08-59-785,0,0,0,-6.375,2.875,7.375,0,0,0,41.4781,-89.51571,232691,4176.74219,-37.7989,0.53175,4176.74219,0.40625,2.26172,-1.02734,33,4186.19775,NOSIGN,12,-57,8.0625,434,0,634.875
2022-10-29--13-08-59-876,0,0,0,-3.875,1.875,-4,0,0,0,41.4781,-89.51571,232691,4176.74219,-37.7989,0.53175,4176.74219,0.62891,1.87891,-1.38281,33,4180.90918,NOSIGN,12,-57,8.0625,434,0,635.25
2022-10-29--13-09-00-10,0,0,0,-7.125,-0.375,12.125,0,0,0,41.47815,-89.51567,237756,4158.74512,-48.36446,-13.41631,4158.74512,0.99609,1.51953,-0.69922,33,4186.19775,NOSIGN,12,-69,7,434,0,634.875
2022-10-29--13-09-00-110,0,0,0,-3.5,1.125,-4.5,0,0,0,41.47815,-89.51567,237756,4158.74512,-48.36446,-13.41631,4158.74512,1.08594,1.18359,-0.71484,33,4178.26611,NOSIGN,12,-69,7,434,0,635.4375
2022-10-29--13-09-00-201,0,0,0,-5.375,1,9.75,0,0,0,41.47815,-89.51567,237756,4158.74512,-48.36446,-13.41631,4158.74512,0.76953,1.51172,-0.35937,33,4158.90723,NOSIGN,12,-69,7,434,0,636.8125
2022-10-29--13-09-00-281,0,0,0,-5.5,2.5,-1.75,0,0,0,41.47815,-89.51567,237756,4158.74512,-48.36446,-13.41631,4158.74512,-0.34766,1.59766,-0.10938,33,4142.22168,NOSIGN,12,-69,7,434,0,638
2022-10-29--13-09-00-416,0,0,0,-3.875,1.75,-4.5,0,0,0,41.4782,-89.51563,242590,4129.56201,-65.97015,-23.80918,4129.56201,0.00781,1.76953,-0.26172,33,4147.48779,NOSIGN,12,-65,8.0625,434,0,637.625
2022-10-29--13-09-00-495,0,0,0,-4.25,9,-7,0,0,0,41.4782,-89.51563,242590,4129.56201,-65.97015,-23.80918,4129.56201,-0.03906,1.63672,-0.30469,33,4145.73193,NOSIGN,12,-65,8.0625,434,0,637.75
2022-10-29--13-09-00-585,0,0,0,-2.375,1.5,-15.25,0,0,0,41.4782,-89.51563,242590,4129.56201,-65.97015,-23.80918,4129.56201,-0.05078,1.51172,-0.13672,33,4135.20557,NOSIGN,12,-65,8.0625,434,0,638.5
2022-10-29--13-09-00-665,0,0,0,-3.5,2.25,-5,0,0,0,41.4782,-89.51563,242590,4129.56201,-65.97015,-23.80918,4129.56201,0.08203,1.10547,0.05469,33,4130.82324,NOSIGN,12,-65,8.0625,434,0,638.8125
2022-10-29--13-09-00-820,0,0,0,-1.75,4.625,-18.625,0,0,0,41.47827,-89.51562,247767,4142.66943,8.354,62.79654,4147.09668,0.11328,0.75781,0.12891,33,4115.06494,NOSIGN,12,-62,8,434,0,639.9375
2022-10-29--13-09-00-920,0,0,0,-2.375,3.875,-12.5,0,0,0,41.47827,-89.51562,247767,4142.66943,8.354,62.79654,4147.09668,0.24609,0.36328,0.22266,33,4118.56445,NOSIGN,12,-62,8,434,0,639.6875
2022-10-29--13-09-01-19,0,0,0,-3.5,1.625,-7.875,0,0,0,41.47827,-89.51562,247767,4142.66943,8.354,62.79654,4147.09668,0.66406,-0.20703,0.1875,33,4134.3291,NOSIGN,12,-62,8,434,0,638.5625
2022-10-29--13-09-01-117,0,0,0,-6.375,6.625,6.125,0,0,0,41.47827,-89.51562,247767,4142.66943,8.354,62.79654,4147.09668,0.97266,-0.30078,0.13281,33,4177.38525,NOSIGN,12,-62,8,434,0,635.5
2022-10-29--13-09-01-225,0,0,0,-4.125,4.875,-11.625,0,0,0,41.47834,-89.51558,251730,4153.41309,36.23847,62.44206,4223.56494,1.82812,-0.47656,-0.00391,33,4155.39209,NOSIGN,12,-64,8.0625,434,0,637.0625
2022-10-29--13-09-01-323,0,0,0,-4.125,7.5,-8.125,0,0,0,41.47834,-89.51558,251730,4153.41309,36.23847,62.44206,4223.56494,1.80078,-0.25391,-0.03125,33,4138.71289,NOSIGN,12,-64,8.0625,434,0,638.25
2022-10-29--13-09-01-415,0,0,0,-3.375,1.875,-7.5,0,0,0,41.47834,-89.51558,251730,4153.41309,36.23847,62.44206,4223.56494,1.66797,-0.10547,-0.01953,33,4130.82324,NOSIGN,12,-64,8.0625,434,0,638.8125
2022-10-29--13-09-01-495,0,0,0,-3.5,2.25,-5.75,0,0,0,41.47834,-89.51558,251730,4153.41309,36.23847,62.44206,4223.56494,1.57031,-0.09375,0.01172,33,4155.39209,NOSIGN,12,-64,8.0625,434,0,637.0625
2022-10-29--13-09-01-629,0,0,0,-6.875,3,15.375,0,0,0,41.4784,-89.51554,254608,4100.66211,-78.29089,-72.6859,4100.66211,1.48437,0.13281,0.05078,33,4151,NOSIGN,12,-63,8,434,0,637.375
2022-10-29--13-09-01-728,0,0,0,-5.125,1.25,0.125,0,0,0,41.4784,-89.51554,254608,4100.66211,-78.29089,-72.6859,4100.66211,1.32031,0.44141,0.10156,33,4123.81641,NOSIGN,12,-63,8,434,0,639.3125
2022-10-29--13-09-01-825,0,0,0,-3.5,1.875,-5.875,0,0,0,41.4784,-89.51554,254608,4100.66211,-78.29089,-72.6859,4100.66211,0.60156,-0.05078,0.16016,33,4103.70068,NOSIGN,12,-63,8,434,0,640.75
2022-10-29--13-09-01-924,0,0,0,-5.25,0.25,7.875,0,0,0,41.4784,-89.51554,254608,4100.66211,-78.29089,-72.6859,4100.66211,0.34375,-0.08594,0.19922,33,4070.56567,NOSIGN,12,-63,8,434,0,643.125
2022-10-29--13-09-02-33,0,0,0,-3.875,2.125,-5.125,0,0,0,41.47848,-89.51548,256197,4038.4978,-137.77434,-88.14424,4038.4978,0.125,-0.14453,0.26562,33,4055.78149,NOSIGN,12,-67,8,434,0,644.1875
2022-10-29--13-09-02-133,0,0,0,-5,-3.5,7.25,0,0,0,41.47848,-89.51548,256197,4038.4978,-137.77434,-88.14424,4038.4978,0.03906,0.13281,0.30078,33,4052.3064,NOSIGN,12,-67,8,434,0,644.4375
2022-10-29--13-09-02-223,0,0,0,-4.5,2,0.875,0,0,0,41.47848,-89.51548,256197,4038.4978,-137.77434,-88.14424,4038.4978,0.01563,0.10938,0.31641,33,4050.56934,NOSIGN,12,-67,8,434,0,644.5625
2022-10-29--13-09-02-303,0,0,0,-3.5,2.25,-5,0,0,0,41.47848,-89.51548,256197,4038.4978,-137.77434,-88.14424,4038.4978,0.24219,-0.24219,0.46094,33,4053.17505,NOSIGN,12,-67,8,434,0,644.375
2022-10-29--13-09-02-437,0,0,0,-3.25,-3.625,-2.5,0,0,0,41.47858,-89.51543,257703,4046.39819,-52.51765,17.2997,4046.39819,0.46875,-0.97266,0.78906,33,4047.9646,NOSIGN,12,-64,8.0625,434,0,644.75
2022-10-29--13-09-02-535,0,0,0,-5.625,1,11.625,0,0,0,41.47858,-89.51543,257703,4046.39819,-52.51765,17.2997,4046.39819,0.54687,-1.05859,0.46094,33,4121.18994,NOSIGN,12,-64,8.0625,434,0,639.5
2022-10-29--13-09-02-633,0,0,0,-4,2.125,-4.875,0,0,0,41.47858,-89.51543,257703,4046.39819,-52.51765,17.2997,4046.39819,2.125,0.77344,-1.23828,33,4087.11792,NOSIGN,12,-64,8.0625,434,0,641.9375
2022-10-29--13-09-02-732,0,0,0,-5.5,5.375,-1.75,0,0,0,41.47858,-89.51543,257703,4046.39819,-52.51765,17.2997,4046.39819,1.74219,0.95703,-1.19922,33,4050.56934,NOSIGN,12,-64,8.0625,434,0,644.5625
2022-10-29--13-09-02-841,0,0,0,-3.625,1.25,-4.875,0,0,0,41.47867,-89.51536,259161,4034.73389,-24.68058,38.43569,4034.73389,0.93359,1.29297,-0.32812,33,4031.48437,NOSIGN,12,-68,8,434,0,645.9375
2022-10-29--13-09-02-940,0,0,0,-6.5,1.25,9.5,0,0,0,41.47867,-89.51536,259161,4034.73389,-24.68058,38.43569,4034.73389,1.83984,1.62109,-0.67969,33,4030.61768,NOSIGN,12,-68,8,434,0,646
2022-10-29--13-09-03-32,0,0,0,-1.625,2,-24.125,0,0,0,41.47867,-89.51536,259161,4034.73389,-24.68058,38.43569,4034.73389,1.26172,1.80469,-0.83984,33,4045.36035,NOSIGN,12,-68,8,434,0,644.9375
2022-10-29--13-09-03-112,0,0,0,-3.625,0.75,-5.5,0,0,0,41.47867,-89.51536,259161,4034.73389,-24.68058,38.43569,4034.73389,1.15625,0.36328,-0.48828,33,4061.86621,NOSIGN,12,-68,8,434,0,643.75
2022-10-29--13-09-03-245,0,0,0,-4.625,3.875,2.375,0,0,0,41.47878,-89.5153,260383,4041.17236,16.19496,64.41363,4056.17798,0.71484,-1.53125,-0.37891,33,4019.36035,NOSIGN,12,-72,8.0625,434,0,646.8125
2022-10-29--13-09-03-325,0,0,0,-1.125,3.875,-24.25,0,0,0,41.47878,-89.5153,260383,4041.17236,16.19496,64.41363,4056.17798,-0.62891,-1.72656,-0.28125,33,4041.02173,NOSIGN,12,-72,8.0625,434,0,645.25
2022-10-29--13-09-03-423,0,0,0,-3.625,1.25,-4.75,0,0,0,41.47878,-89.5153,260383,4041.17236,16.19496,64.41363,4056.17798,-0.82812,-1.19531,-0.625,33,4044.49243,NOSIGN,12,-72,8.0625,434,0,645
2022-10-29--13-09-03-514,0,0,0,-4.5,2.5,-5.25,0,0,0,41.47878,-89.5153,260383,4041.17236,16.19496,64.41363,4056.17798,-0.82031,-0.62891,-0.75,33,4043.62476,NOSIGN,12,-72,8.0625,434,0,645.0625
2022-10-29--13-09-03-649,0,0,0,-2.75,2.125,-8.625,0,0,0,41.47888,-89.51524,261832,4001.82642,-41.50122,-4.82881,4001.82642,0.01953,0.24609,-2.95703,33,3990.84741,NOSIGN,12,-67,8.0625,434,0,648.875
2022-10-29--13-09-03-749,0,0,0,-3.75,2.25,-5.75,0,0,0,41.47888,-89.51524,261832,4001.82642,-41.50122,-4.82881,4001.82642,-0.39453,0.22266,-4.05469,33,3996.0249,NOSIGN,12,-67,8.0625,434,0,648.5
2022-10-29--13-09-03-840,0,0,0,-5.625,0,9.75,0,0,0,41.47888,-89.51524,261832,4001.82642,-41.50122,-4.82881,4001.82642,0.11328,-1.56641,-0.69531,33,3978.77832,NOSIGN,12,-67,8.0625,434,0,649.75
2022-10-29--13-09-03-920,0,0,0,-4.5,3.375,1.75,0,0,0,41.47888,-89.51524,261832,4001.82642,-41.50122,-4.82881,4001.82642,-0.66406,-1.82031,-0.3125,33,3998.61475,NOSIGN,12,-67,8.0625,434,0,648.3125
2022-10-29--13-09-04-53,0,0,0,-6.25,2.5,8.75,0,0,0,41.47898,-89.51519,264206,4006.85034,-16.86031,7.01809,4006.85034,-1.47266,-0.91406,-0.42969,33,4048.83276,NOSIGN,12,-61,8,434,0,644.6875
2022-10-29--13-09-04-132,0,0,0,-2.5,5,-16.25,0,0,0,41.47898,-89.51519,264206,4006.85034,-16.86031,7.01809,4006.85034,-1.71094,0,-0.20703,33,4051.43799,NOSIGN,12,-61,8,434,0,644.5
2022-10-29--13-09-04-222,0,0,0,-3.875,1.625,-5.5,0,0,0,41.47898,-89.51519,264206,4006.85034,-16.86031,7.01809,4006.85034,-1.39453,0.45703,0.14453,33,4009.84595,NOSIGN,12,-61,8,434,0,647.5
2022-10-29--13-09-04-302,0,0,0,-2.625,-2,-3.5,0,0,0,41.47898,-89.51519,264206,4006.85034,-16.86031,7.01809,4006.85034,-0.89062,0.77344,0.25391,33,3968.44629,NOSIGN,12,-61,8,434,0,650.5
2022-10-29--13-09-04-458,0,0,0,-1.875,5.5,-16,0,0,0,41.4791,-89.51513,266119,3998.90039,-0.71109,32.70779,3998.90039,-0.19922,1.09375,0.35937,33,3960.70508,NOSIGN,12,-60,7.875,434,0,651.0625
2022-10-29--13-09-04-558,0,0,0,-4.125,1.5,-3,0,0,0,41.4791,-89.51513,266119,3998.90039,-0.71109,32.70779,3998.90039,-0.14063,1.34766,0.32812,33,3967.58594,NOSIGN,12,-60,7.875,434,0,650.5625
2022-10-29--13-09-04-654,0,0,0,-2.875,1.25,-9.125,0,0,0,41.4791,-89.51513,266119,3998.90039,-0.71109,32.70779,3998.90039,-0.94531,1.14063,0.21094,33,3992.57275,NOSIGN,12,-60,7.875,434,0,648.75
2022-10-29--13-09-04-754,0,0,0,-0.5,1.25,-28.625,0,0,0,41.4791,-89.51513,266119,3998.90039,-0.71109,32.70779,3998.90039,-1.44141,0.8125,0.28516,33,4022.82275,NOSIGN,12,-60,7.875,434,0,646.5625
2022-10-29--13-09-04-864,0,0,0,-3.625,7.125,-4.125,0,0,0,41.4792,-89.51508,268203,3978.47583,-35.8748,-16.86556,3978.47583,-1.26563,0.64844,0.23437,33,4007.25293,NOSIGN,12,-72,8.0625,434,0,647.6875
2022-10-29--13-09-04-963,0,0,0,-5.5,-0.75,14,0,0,0,41.4792,-89.51508,268203,3978.47583,-35.8748,-16.86556,3978.47583,-1.77344,0.69141,-0.33203,33,3981.36304,NOSIGN,12,-72,8.0625,434,0,649.5625
2022-10-29--13-09-05-55,0,0,0,-3.375,1.625,-6,0,0,0,41.4792,-89.51508,268203,3978.47583,-35.8748,-16.86556,3978.47583,-1.64062,1.49609,-0.24219,33,3944.38452,NOSIGN,12,-72,8.0625,434,0,652.25
2022-10-29--13-09-05-134,0,0,0,-5,3.875,5.625,0,0,0,41.4792,-89.51508,268203,3978.47583,-35.8748,-16.86556,3978.47583,0.35547,0.21875,-1.55859,33,3968.44629,NOSIGN,12,-72,8.0625,434,0,650.5
2022-10-29--13-09-05-268,0,0,0,-7.625,4.625,2.875,0,0,0,41.48964,-89.50885,4044117,3898.61475,-144.42714,-98.02227,3898.61475,-0.87891,-0.90625,-1.65234,33,3924.66772,NOSIGN,12,-61,8.0625,434,0,653.6875
2022-10-29--13-09-05-366,0,0,0,-5.125,3.125,1.375,0,0,0,41.48964,-89.50885,4044117,3898.61475,-144.42714,-98.02227,3898.61475,-1.41016,-0.66406,-1.96875,33,3901.57739,NOSIGN,12,-61,8.0625,434,0,655.375
2022-10-29--13-09-05-464,0,0,0,-3.875,1.75,-4.625,0,0,0,41.48964,-89.50885,4044117,3898.61475,-144.42714,-98.02227,3898.61475,-0.58984,0.00391,-0.58984,33,3904.99438,NOSIGN,12,-61,8.0625,434,0,655.125
2022-10-29--13-09-05-564,0,0,0,-3.5,4.75,-7.5,0,0,0,41.48964,-89.50885,4044117,3898.61475,-144.42714,-98.02227,3898.61475,0.37891,-0.46484,0.24219,33,3910.12231,NOSIGN,12,-61,8.0625,434,0,654.75
2022-10-29--13-09-06-76,0,0,0,-2.375,-3.125,-10.75,0,0,0,41.48977,-89.5088,4022060,3878.18481,-62.73771,1.70214,3878.18481,0.05078,-2.29687,-0.6875,33,3887.92212,NOSIGN,12,-61,8.0625,434,0,656.375
2022-10-29--13-09-06-175,0,0,0,-3.875,1.5,-4.875,0,0,0,41.48977,-89.5088,4022060,3878.18481,-62.73771,1.70214,3878.18481,1.44141,-0.69141,-0.83203,33,3919.53149,NOSIGN,12,-61,8.0625,434,0,654.0625
2022-10-29--13-09-06-273,0,0,0,-3.875,1.625,-7,0,0,0,41.48977,-89.5088,4022060,3878.18481,-62.73771,1.70214,3878.18481,0.34766,1.82031,0.10547,33,3881.95459,NOSIGN,12,-61,8.0625,434,0,656.8125
2022-10-29--13-09-06-369,0,0,0,-4.75,-3.125,0.375,0,0,0,41.48977,-89.5088,4022060,3878.18481,-62.73771,1.70214,3878.18481,-0.52344,1.41797,0.33594,33,3872.58496,NOSIGN,12,-61,8.0625,434,0,657.5
2022-10-29--13-09-06-480,0,0,0,-3.75,2,-6.375,0,0,0,41.48983,-89.50877,4003226,3880.29248,-23.01595,29.37289,3880.29248,-1.96875,0.48047,-0.36719,33,3927.23706,NOSIGN,12,-71,8,434,0,653.5
2022-10-29--13-09-06-560,0,0,0,-2.5,5.125,-13.375,0,0,0,41.48983,-89.50877,4003226,3880.29248,-23.01595,29.37289,3880.29248,-2.4375,0.54687,-0.82422,33,3913.54272,NOSIGN,12,-71,8,434,0,654.5
2022-10-29--13-09-06-646,0,0,0,-3.375,6.125,-9.5,0,0,0,41.48983,-89.50877,4003226,3880.29248,-23.01595,29.37289,3880.29248,-2.14844,-0.27344,-1.27344,33,3885.36401,NOSIGN,12,-71,8,434,0,656.5625
2022-10-29--13-09-06-726,0,0,0,-3.5,1.625,-4.125,0,0,0,41.48983,-89.50877,4003226,3880.29248,-23.01595,29.37289,3880.29248,-0.76953,-1.03516,-1,33,3870.88232,NOSIGN,12,-71,8,434,0,657.625
2022-10-29--13-09-06-884,0,0,0,-4,9.375,-13.5,0,0,0,41.48991,-89.50874,3990655,3857.24976,-32.91599,13.30297,3857.24976,0.01953,-1.99609,-1.26172,33,3836.89966,NOSIGN,12,-67,8,434,0,660.125
2022-10-29--13-09-06-963,0,0,0,-3.375,1.75,-7.125,0,0,0,41.48991,-89.50874,3990655,3857.24976,-32.91599,13.30297,3857.24976,0.71094,-1.26563,-0.48047,33,3873.43628,NOSIGN,12,-67,8,434,0,657.4375
2022-10-29--13-09-07-53,0,0,0,-7,4.75,5.625,0,0,0,41.48991,-89.50874,3990655,3857.24976,-32.91599,13.30297,3857.24976,1.38281,-0.70703,-0.50781,33,3883.65918,NOSIGN,12,-67,8,434,0,656.6875
2022-10-29--13-09-07-133,0,0,0,-6.5,4,9.75,0,0,0,41.48991,-89.50874,3990655,3857.24976,-32.91599,13.30297,3857.24976,1.16016,0.97656,-0.50781,33,3859.82373,NOSIGN,12,-67,8,434,0,658.4375
2022-10-29--13-09-07-293,0,0,0,-4.25,2.375,-3.375,0,0,0,41.49001,-89.50872,3963608,3815.30786,-81.96576,-35.7961,3815.30786,0.80469,1.23047,-0.91016,33,3836.05176,NOSIGN,12,-64,8.0625,434,0,660.1875
2022-10-29--13-09-07-373,0,0,0,-3.75,2.125,-4.75,0,0,0,41.49001,-89.50872,3963608,3815.30786,-81.96576,-35.7961,3815.30786,0.14453,1.03125,-1.03125,33,3824.18945,NOSIGN,12,-64,8.0625,434,0,661.0625
2022-10-29--13-09-07-473,0,0,0,-5.875,-0.625,2.25,0,0,0,41.49001,-89.50872,3963608,3815.30786,-81.96576,-35.7961,3815.30786,-0.31641,0.80078,-0.91797,33,3841.98877,NOSIGN,12,-64,8.0625,434,0,659.75
2022-10-29--13-09-07-562,0,0,0,-3.625,2.75,-5.25,0,0,0,41.49001,-89.50872,3963608,3815.30786,-81.96576,-35.7961,3815.30786,-0.47266,0.46484,-0.48828,33,3811.49707,NOSIGN,12,-64,8.0625,434,0,662
2022-10-29--13-09-07-698,0,0,0,-4.125,2.875,-2.125,0,0,0,41.49009,-89.50872,3947779,3829.74048,-14.72653,26.16428,3829.74048,0.53125,0.04297,0.04297,33,3858.12378,NOSIGN,12,-62,8,434,0,658.5625
2022-10-29--13-09-07-788,0,0,0,-6.25,3.5,9.875,0,0,0,41.49009,-89.50872,3947779,3829.74048,-14.72653,26.16428,3829.74048,1.19141,-0.28516,0.04297,33,3881.10229,NOSIGN,12,-62,8,434,0,656.875
2022-10-29--13-09-07-889,0,0,0,-2.125,1.875,-14.875,0,0,0,41.49009,-89.50872,3947779,3829.74048,-14.72653,26.16428,3829.74048,1.65625,-0.22266,0.00391,32.5,3851.82275,NOSIGN,12,-62,8,434,0,658.5625
2022-10-29--13-09-07-969,0,0,0,-1.875,1.625,-13.125,0,0,0,41.49009,-89.50872,3947779,3829.74048,-14.72653,26.16428,3829.74048,1.42969,-0.5625,0.00781,33,3836.89966,NOSIGN,12,-62,8,434,0,660.125
2022-10-29--13-09-08-101,0,0,0,-4.875,-1.5,-2.375,0,0,0,41.49016,-89.50871,3925624,3802.02271,-45.75852,-9.50687,3802.02271,0.00391,-1.17578,0.16406,33,3792.07031,NOSIGN,12,-65,7.9375,434,0,663.4375
2022-10-29--13-09-08-199,0,0,0,-5.875,4.625,9.125,0,0,0,41.49016,-89.50871,3925624,3802.02271,-45.75852,-9.50687,3802.02271,-0.32812,-0.89844,0.18359,33,3810.65161,NOSIGN,12,-65,7.9375,434,0,662.0625
2022-10-29--13-09-08-291,0,0,0,-3.875,2,-5,0,0,0,41.49016,-89.50871,3925624,3802.02271,-45.75852,-9.50687,3802.02271,-0.26562,-0.45703,0.14063,33,3813.18823,NOSIGN,12,-65,7.9375,434,0,661.875
2022-10-29--13-09-08-371,0,0,0,-4.375,3.25,3.125,0,0,0,41.49016,-89.50871,3925624,3802.02271,-45.75852,-9.50687,3802.02271,-0.18359,-0.07813,0.15625,33,3795.44604,NOSIGN,12,-65,7.9375,434,0,663.1875
2022-10-29--13-09-08-506,0,0,0,-6,3.75,6.375,0,0,0,41.49022,-89.50871,3899798,3783.03345,-38.08184,9.09228,3783.03345,0.04687,0.15625,0.22656,33,3778.58105,NOSIGN,12,-66,8.0625,434,0,664.4375
2022-10-29--13-09-08-605,0,0,0,-3.5,1.125,-5,0,0,0,41.49022,-89.50871,3899798,3783.03345,-38.08184,9.09228,3783.03345,0.17969,0.11328,0.13281,33,3778.58105,NOSIGN,12,-66,8.0625,434,0,664.4375
2022-10-29--13-09-08-702,0,0,0,-4.125,1.625,1.625,0,0,0,41.49022,-89.50871,3899798,3783.03345,-38.08184,9.09228,3783.03345,-0.07813,0.98047,-0.02734,33,3777.73853,NOSIGN,12,-66,8.0625,434,0,664.5
2022-10-29--13-09-08-800,0,0,0,-2.25,4.375,-16.25,0,0,0,41.49022,-89.50871,3899798,3783.03345,-38.08184,9.09228,3783.03345,0.05469,1.63281,-0.42578,33,3802.20068,NOSIGN,12,-66,8.0625,434,0,662.6875
2022-10-29--13-09-08-910,0,0,0,-0.25,0,-25.25,0,0,0,41.49027,-89.5087,3875477,3789.72388,0.61423,38.74459,3789.76099,0.87109,1.46094,-0.89062,33,3795.44604,NOSIGN,12,-81,8,434,0,663.1875
2022-10-29--13-09-09-9,0,0,0,-1.625,2.125,-18,0,0,0,41.49027,-89.5087,3875477,3789.72388,0.61423,38.74459,3789.76099,0.96875,1.17188,-0.57031,33,3795.44604,NOSIGN,12,-81,8,434,0,663.1875
2022-10-29--13-09-09-100,0,0,0,-3.5,2,-5.625,0,0,0,41.49027,-89.5087,3875477,3789.72388,0.61423,38.74459,3789.76099,1.09375,0.87891,-0.16797,33,3807.27026,NOSIGN,12,-81,8,434,0,662.3125
2022-10-29--13-09-09-180,0,0,0,-5.75,2.75,6.125,0,0,0,41.49027,-89.5087,3875477,3789.72388,0.61423,38.74459,3789.76099,0.73437,0.45312,0.08594,33,3781.10864,NOSIGN,12,-81,8,434,0,664.25
2022-10-29--13-09-09-314,0,0,0,-5.875,4.5,15.875,0,0,0,41.49033,-89.50868,3852615,3747.39429,-57.24532,-21.19669,3747.39429,0.32031,0.06641,0.17578,33,3751.66309,NOSIGN,12,-65,8,434,0,666.4375
2022-10-29--13-09-09-413,0,0,0,-4.875,1.25,-3.625,0,0,0,41.49033,-89.50868,3852615,3747.39429,-57.24532,-21.19669,3747.39429,0.13281,-0.17969,0.13281,33,3747.46436,NOSIGN,12,-65,8,434,0,666.75
2022-10-29--13-09-09-510,0,0,0,-3.5,1.625,-4.75,0,0,0,41.49033,-89.50868,3852615,3747.39429,-57.24532,-21.19669,3747.39429,0.01953,-1.03125,-0.01172,33,3742.42871,NOSIGN,12,-65,8,434,0,667.125
2022-10-29--13-09-09-609,0,0,0,-5,8.125,-3.25,0,0,0,41.49033,-89.50868,3852615,3747.39429,-57.24532,-21.19669,3747.39429,-0.44141,-1.15625,-0.01953,33,3748.30396,NOSIGN,12,-65,8,434,0,666.6875
2022-10-29--13-09-09-718,0,0,0,-4.375,2.125,-1.5,0,0,0,41.49039,-89.50866,3833078,3727.61353,-65.5357,-27.88824,3727.61353,-0.47656,-0.88281,-0.49219,33,3762.58862,NOSIGN,12,-72,8,434,0,665.625
2022-10-29--13-09-09-817,0,0,0,-4,0,-8.375,0,0,0,41.49039,-89.50866,3833078,3727.61353,-65.5357,-27.88824,3727.61353,-0.48828,-0.10547,-0.17969,33,3756.7041,NOSIGN,12,-72,8,434,0,666.0625
2022-10-29--13-09-09-909,0,0,0,-3.875,0.75,-4.625,0,0,0,41.49039,-89.50866,3833078,3727.61353,-65.5357,-27.88824,3727.61353,0.20312,0.83203,0,33,3720.63965,NOSIGN,12,-72,8,434,0,668.75
2022-10-29--13-09-09-989,0,0,0,-3.625,1.75,-12.25,0,0,0,41.49039,-89.50866,3833078,3727.61353,-65.5357,-27.88824,3727.61353,0.01563,0.73437,0.21484,33,3718.12891,NOSIGN,12,-72,8,434,0,668.9375
2022-10-29--13-09-10-122,0,0,0,-2.125,0.125,-10.375,0,0,0,41.49045,-89.50864,3812670,3766.55957,51.25953,90.99113,3904.08813,0.4375,0.67969,0.17969,33,3717.29224,NOSIGN,12,-72,8.0625,434,0,669
2022-10-29--13-09-10-222,0,0,0,-2.125,1.5,-11.625,0,0,0,41.49045,-89.50864,3812670,3766.55957,51.25953,90.99113,3904.08813,0.77344,0.57812,0.125,33,3755.86353,NOSIGN,12,-72,8.0625,434,0,666.125
2022-10-29--13-09-10-319,0,0,0,-4,2.25,-6,0,0,0,41.49045,-89.50864,3812670,3766.55957,51.25953,90.99113,3904.08813,1.79297,0.36719,-0.13281,33,3792.91406,NOSIGN,12,-72,8.0625,434,0,663.375
2022-10-29--13-09-10-418,0,0,0,-2.875,-4.625,-0.875,0,0,0,41.49045,-89.50864,3812670,3766.55957,51.25953,90.99113,3904.08813,2.33594,-0.10156,-0.19531,33,3771.84399,NOSIGN,12,-72,8.0625,434,0,664.9375
2022-10-29--13-09-10-527,0,0,0,-3.625,2.375,-5.625,0,0,0,41.49052,-89.50864,3793467,3715.6084,-72.5441,-71.32822,3715.6084,1.92969,0.28125,-0.28125,33,3776.05396,NOSIGN,12,-70,8.0625,434,0,664.625
2022-10-29--13-09-10-625,0,0,0,-2.625,-3,-6.875,0,0,0,41.49052,-89.50864,3793467,3715.6084,-72.5441,-71.32822,3715.6084,1.43359,0.08984,-0.14453,33,3746.625,NOSIGN,12,-70,8.0625,434,0,666.8125
2022-10-29--13-09-10-717,0,0,0,-3.875,3,-2.125,0,0,0,41.49052,-89.50864,3793467,3715.6084,-72.5441,-71.32822,3715.6084,0.65234,0.13281,0.03516,32.5,3682.8645,NOSIGN,12,-70,8.0625,434,0,671.125
2022-10-29--13-09-10-800,0,0,0,-5.375,2.375,4.625,0,0,0,41.49052,-89.50864,3793467,3715.6084,-72.5441,-71.32822,3715.6084,0.14844,0.13281,0.15234,32.5,3657.08813,NOSIGN,12,-70,8.0625,434,0,673.0625
2022-10-29--13-09-10-931,0,0,0,-7.625,2.875,16.625,0,0,0,41.49058,-89.50862,3774677,3691.36816,-58.64537,-12.63645,3691.36816,0.08594,0.125,0.16406,33,3662.23901,NOSIGN,12,-61,8.0625,434,0,673.125
2022-10-29--13-09-11-9,0,0,0,-1.875,-2.625,-7.75,0,0,0,41.49058,-89.50862,3774677,3691.36816,-58.64537,-12.63645,3691.36816,0.00391,0.16406,0.21484,33,3669.72632,NOSIGN,12,-61,8.0625,434,0,672.5625
