24.20	959	101.2F	9.1
24.25	960	101.2F	9.1
24.30	961	101.2F	9.1
24.35	956	101.2F	9.1
24.40	953	101.2F	9.1
24.45	955	101.2F	9.1
24.50	955	101.2F	9.1
24.55	957	101.2F	9.1
24.60	954	101.2F	9.1
24.65	953	101.2F	9.1
24.70	952	101.2F	9.1
24.75	949	101.2F	9.1
24.80	946	101.2F	9.1
24.85	945	101.2F	9.1
24.90	946	101.2F	9.1
24.95	944	101.2F	9.1
25.00	944	101.2F	9.1
25.05	940	101.2F	9.1
25.10	942	101.2F	9.1
25.15	939	101.1F	9.1
25.20	937	101.2F	9.1
25.25	937	101.2F	9.1
25.30	937	101.1F	9.1
25.35	937	101.2F	9.1
25.40	937	101.1F	9.1
25.45	935	101.2F	9.1
25.50	935	101.2F	9.1
25.55	934	101.1F	9.1
25.60	931	101.2F	9.1
25.65	931	101.1F	9.1
25.70	930	101.1F	9.1
25.75	933	101.1F	9.1
25.80	929	101.1F	9.1
25.85	927	101.2F	9.1
25.90	925	101.1F	9.1
25.95	924	101.1F	9.1
26.00	923	101.1F	9.1
26.05	923	101.2F	9.1
26.10	922	101.1F	9.1
26.15	921	101.1F	9.1
26.20	921	101.1F	9.1
26.25	919	101.1F	9.1
26.30	919	101.1F	9.1
26.35	920	101.1F	9.1
26.40	917	101.1F	9.1
26.45	917	101.1F	9.1
26.50	914	101.1F	9.1
26.55	914	101.1F	9.1
26.60	915	101.1F	9.1
26.65	915	101.1F	9.1
26.70	914	101.1F	9.1
26.75	915	101.1F	9.1
26.80	913	101.1F	9.1
26.85	913	101.1F	9.1
26.90	911	101.1F	9.1
26.95	909	101.1F	9.1
27.00	907	101.1F	9.1
27.05	905	101.1F	9.1
27.10	908	101.1F	9.1
27.15	904	101.1F	9.1
27.20	904	101.1F	9.1
27.25	902	101.1F	9.1
27.30	901	101.1F	9.1
27.35	901	101.1F	9.1
27.40	900	101.1F	9.1
27.45	900	101.1F	9.1
27.50	900	101.1F	9.1
27.55	897	101.1F	9.1
27.60	895	101.1F	9.1
27.65	894	101.1F	9.1
27.70	895	101.1F	9.1
27.75	894	101.1F	9.1
27.80	890	101.1F	9.1
27.85	891	101.1F	9.1
27.90	890	101.1F	9.1
27.95	890	101.1F	9.1
28.00	888	101.1F	9.1
28.05	887	101.1F	9.1
28.10	886	101.1F	9.1
28.15	885	101.1F	9.1
28.20	885	101.1F	9.1
